# Constructed from biom file
#OTU ID	1-DM	1-MJB	2-DM	4-DM	5-MJB	3-DM
c8f9c5b23eea48c4dbd27b95e424d36f	0.0	0.0	0.0	2.0	0.0	0.0
d1a5bb86a7623777c0c8dd2490f73e1f	26.0	0.0	0.0	0.0	0.0	0.0
0fe499da281a0498ef93ba8e42ef1464	46.0	0.0	0.0	0.0	0.0	0.0
309388cbba46c9af7f10b06f5ca542cf	17.0	0.0	0.0	0.0	0.0	0.0
9e855e8bd1e48992c56cbd2468a8aec0	0.0	23.0	0.0	0.0	0.0	0.0
8a95f2f7a04229dd45a78ef5e77bb5e5	58.0	0.0	0.0	0.0	0.0	0.0
f609eee0997af301b83d28beb10385e5	0.0	0.0	0.0	0.0	16.0	0.0
fb3b7a231ce0f5f0f242ffa160f1ed44	0.0	0.0	0.0	4.0	0.0	0.0
ebcdec0e3ac7bcb3f8a24844be2d9d83	19.0	0.0	0.0	0.0	0.0	0.0
e8e39885414351c979ad7b7c94c3161c	0.0	0.0	0.0	2.0	0.0	0.0
4f8b14d403e9211acced59e7001c493c	19.0	0.0	0.0	0.0	0.0	0.0
f9e6ec133cb143974b02cd9273966467	0.0	0.0	0.0	24.0	0.0	0.0
0e5153ce4e8e7ae79a93ae17aaf1bcb0	50.0	33.0	0.0	0.0	0.0	0.0
50a47b9944f1c39a8ab5a67d5573402f	0.0	26.0	0.0	0.0	0.0	0.0
9235f8157c72c72a4c7d40ea2bde926a	39.0	0.0	0.0	0.0	0.0	0.0
ae9bb28279823f566ced1b333b2c2141	0.0	0.0	2.0	0.0	0.0	0.0
f8eb87b338660cb6be87f605280696b0	0.0	12.0	0.0	0.0	0.0	0.0
fa7bbcddfacb9ab5e71c15138ede4035	0.0	0.0	0.0	2.0	0.0	0.0
2d2be9aa89efdd7fe87c77e4d46320f4	0.0	0.0	71.0	0.0	0.0	0.0
adc6bff26ce27c0e1cf2e3ebdc6f8daf	46.0	0.0	0.0	0.0	0.0	0.0
3d7338eb9d7637bbb33ec94b68c569cd	0.0	68.0	0.0	0.0	20.0	0.0
a2381f2d642ed7bd1e526d8f36ba6620	46.0	0.0	0.0	0.0	0.0	0.0
08ec18fe5650232434604a8809a562eb	0.0	42.0	0.0	0.0	0.0	0.0
e93f574e5098cce2a08f729007de3411	0.0	0.0	69.0	0.0	0.0	0.0
dfded5f6e4bc649ea4088f2d78e2ff88	48.0	47.0	111.0	146.0	138.0	0.0
1f35220ded7ad3e68757fea605c7fca8	280.0	153.0	543.0	511.0	471.0	0.0
f420b450021fecd7485124a0764821d6	57.0	59.0	210.0	195.0	197.0	0.0
b5286726d40f55d0cd96e22a911bc41f	0.0	0.0	0.0	0.0	59.0	0.0
52f2f820ae0804026497842de34955cb	0.0	0.0	22.0	0.0	0.0	0.0
809e4d63aee8fa624105158d8b137a3e	0.0	0.0	8.0	0.0	0.0	0.0
9a36d0a0b93adb87488380ebff92b401	0.0	0.0	57.0	0.0	0.0	0.0
41640eb69cbc2fd9b1aa6ff8bccc0fdd	19.0	0.0	0.0	0.0	0.0	0.0
b35a3e74c5025482389b088cf97a706b	0.0	0.0	0.0	0.0	61.0	0.0
e3fcd423ba7d490ab75fcf13c1262f7a	0.0	0.0	49.0	0.0	0.0	0.0
5b561a719dae0822bbee15f43a6155c7	0.0	0.0	30.0	0.0	0.0	0.0
05960f0c49b7aa5bf1f08a2bd66842df	0.0	0.0	9.0	0.0	0.0	0.0
469690048300556e5dd2fd84ec83406a	0.0	0.0	207.0	0.0	0.0	0.0
9b77560e364585ee9e5a5ea9ef53f771	0.0	0.0	3.0	0.0	0.0	0.0
02e1ffaa136c33bb0fcb405b8a50aaa1	0.0	0.0	69.0	0.0	0.0	0.0
2300a44f560cc8d2eacfbec41992c7bd	0.0	15.0	0.0	0.0	0.0	0.0
57bfe4eb4be4cb08ec7c4dc48a410ee4	0.0	0.0	26.0	0.0	0.0	0.0
93cc135b85b5391de1baa7ce5f1f2f25	0.0	0.0	21.0	0.0	0.0	0.0
1521f368500221c2986423fc4037dc23	0.0	0.0	40.0	0.0	0.0	0.0
fcffc54ee72d66f04b0b5b4477424d55	0.0	0.0	0.0	0.0	9.0	0.0
b16d33730b1b7cefcde78d68bd7af12f	0.0	0.0	58.0	0.0	0.0	0.0
b42e79976edc761ce5d68920a285d2c0	0.0	0.0	28.0	0.0	0.0	0.0
35c58dd9f11bbb0e49c632b80824caf2	33.0	0.0	63.0	37.0	43.0	0.0
9baee55e6239d08da649de554139852b	0.0	0.0	70.0	0.0	0.0	0.0
d82649e6b84950dceffb95e718a665d1	0.0	0.0	22.0	0.0	0.0	0.0
00bb85eba2355de3d48402000fe48839	0.0	0.0	3.0	0.0	0.0	0.0
b6abc1a77512e9ca3fd3f5b1a60f5542	0.0	0.0	36.0	0.0	0.0	0.0
f85552a7a91c66db12985e8bf0265255	0.0	52.0	0.0	0.0	0.0	0.0
4edbb3f633688a69bd222af0737325b4	0.0	0.0	22.0	0.0	0.0	0.0
e2c2e2a4ca79a23ed67999e1487960db	33.0	0.0	0.0	0.0	0.0	0.0
fa549a306306951e1e634eae1806b699	0.0	50.0	0.0	0.0	0.0	0.0
0ae131c0a57c775086880f2227d07aee	24.0	0.0	0.0	0.0	0.0	0.0
a2e7bbd3da6f6e63ebf024d3d0d5fe0d	0.0	0.0	0.0	0.0	38.0	0.0
106ac8939390128d7b3014f3d6bacc67	0.0	33.0	0.0	0.0	0.0	0.0
471199eb1e8462546cd44488ec80a56d	17.0	0.0	0.0	0.0	0.0	0.0
a27693c9e88d21d7c86618176cf30df1	0.0	0.0	28.0	0.0	0.0	0.0
3e3c191027d7cf3401d163f903400f22	39.0	0.0	0.0	0.0	0.0	0.0
24f0ea18ded184406d354b494ab3cfd9	27.0	0.0	0.0	0.0	0.0	0.0
bff4ec2b5664c2e278a3a768baf17c14	0.0	0.0	47.0	0.0	0.0	0.0
b77026f8ccd6bbac42dac61c4da43db4	0.0	0.0	0.0	0.0	44.0	0.0
8bd76738135186323fb3b3cc39a02d57	0.0	0.0	85.0	0.0	0.0	0.0
ac21b65834fe9a4312ebaf3908414201	0.0	0.0	0.0	0.0	61.0	0.0
e8f5570850f80235066a4a8953010a78	0.0	0.0	0.0	0.0	42.0	0.0
0eb5e7dc465ff1961ac50ab3e021acfa	0.0	0.0	35.0	0.0	0.0	0.0
c3e70bfba7e40618bf728b7c380661c2	0.0	31.0	0.0	0.0	0.0	0.0
ac33f0ebfc8054b1758518eee4505d2c	0.0	0.0	9.0	0.0	53.0	0.0
b0a663f89e71dc67ba8ea59ecf9a3c01	0.0	0.0	37.0	0.0	0.0	0.0
29373e3487bb93f9fe9e60a143cd6c01	0.0	0.0	0.0	0.0	53.0	0.0
d3f8dc41c5715d75b89e0ee9ce4d3a17	0.0	0.0	27.0	0.0	0.0	0.0
8a5981712c1821bccf72d7381f083e42	0.0	0.0	0.0	43.0	0.0	0.0
0bc9a481e14222e0a0f583ae50f96908	0.0	38.0	0.0	0.0	0.0	0.0
fe15a260468c8cb909ac5dba75d3f1b2	0.0	9.0	0.0	0.0	0.0	0.0
cf14c86c25fbacf64dd27cb964904776	0.0	0.0	45.0	0.0	0.0	0.0
10c83f2828db843ab47da4c673c2a149	0.0	0.0	36.0	0.0	0.0	0.0
2f28bb41d5139e620f99a0606b8701b3	0.0	0.0	96.0	0.0	0.0	0.0
39a5e6c1d584dbf22243dad754f17f14	0.0	0.0	51.0	0.0	0.0	0.0
f1868e1357f70987bb062c8888f9fb07	0.0	0.0	50.0	0.0	0.0	0.0
2c096771a8672ad55144ea480d4f4880	77.0	0.0	0.0	0.0	0.0	0.0
309b279493e320ceff954d41f3a8c037	0.0	0.0	0.0	0.0	389.0	0.0
09b2423ed66bcd0b27633f41f686492d	0.0	0.0	0.0	0.0	352.0	0.0
19e64e874c33d4bad0b375370d85bc05	0.0	0.0	0.0	0.0	1219.0	0.0
e92961355f8d55efe5a730c29a2ca987	0.0	0.0	0.0	0.0	94.0	0.0
7242211ab7ee57845b47cf902fcfdfa6	0.0	0.0	0.0	0.0	1883.0	0.0
74136d8c9f8f4145b42d30ecdb2deb18	0.0	0.0	0.0	0.0	389.0	0.0
9377b673978e5170d6586a279778c15f	23.0	0.0	0.0	0.0	0.0	0.0
0109f8999bc5396fb2ae1f7780b1ab82	308.0	363.0	161.0	105.0	127.0	0.0
2e031494ed5cfcae1b0ee2f9ed0d2446	577.0	647.0	178.0	106.0	362.0	0.0
1320e1919f5fdeb820e6b919197811d7	0.0	0.0	2.0	0.0	0.0	0.0
690175eb63b746d9484294c74346912b	0.0	0.0	6.0	0.0	0.0	0.0
c531d1866e27743647f0fa7f3b2feb2f	0.0	0.0	0.0	5.0	0.0	0.0
6190b74652e4e80934f4993e51e7e938	719.0	426.0	262.0	132.0	319.0	0.0
f9cd190b81cf77a7b808a75c5fd7aa22	8906.0	4695.0	1844.0	1183.0	2827.0	0.0
7054e55e1aa8f8b0e4a8bfd2a8eb4729	0.0	0.0	0.0	6.0	0.0	0.0
624ebf174621605fcf3b0a61a4ef82e9	638.0	351.0	166.0	102.0	373.0	0.0
a058db3fe7f6e806e1f1cd00b8c36583	0.0	0.0	3.0	0.0	0.0	0.0
225d982a963a3aeababb5a024ccf255d	0.0	0.0	0.0	5.0	0.0	0.0
3d07130a8ac3b685957689bfdc882668	0.0	0.0	0.0	4.0	0.0	0.0
5c00e02569b9d0f1d0ff5caf7df052f1	20.0	0.0	0.0	0.0	0.0	0.0
1cde4e8b1bd2c09663b6d3d466c069ed	0.0	23.0	0.0	0.0	0.0	0.0
51050ac2aa46e648ed68e9d23c9d817d	0.0	0.0	5.0	0.0	0.0	0.0
a82f899a7879b28e18ddb839a954b2ab	1122.0	631.0	388.0	373.0	604.0	0.0
bde455f9e11519da1593912dfdfee71a	0.0	13.0	0.0	0.0	0.0	0.0
3f9eadaff348f9449001da0c76c605bc	41.0	0.0	0.0	0.0	0.0	0.0
3c8befecc3ff6cdf2ac0da5c510e5208	24.0	0.0	0.0	0.0	0.0	0.0
1f213eb3666ac9a04f0b09bf0f758c5c	23.0	0.0	0.0	0.0	0.0	0.0
bace8379622da25b5166f8cc98c34eb2	8.0	0.0	0.0	0.0	0.0	0.0
c2d318af9615fc973dd674e8afd49edd	21.0	0.0	0.0	0.0	0.0	0.0
3f33653496fb08b4eac5971542c31e38	24.0	0.0	0.0	0.0	0.0	0.0
8261e2e7ec3bf1fd30b3f0ccaf501964	18.0	0.0	0.0	0.0	0.0	0.0
eef235acfd967b715e9e83159b19f2be	0.0	12.0	0.0	0.0	0.0	0.0
0cb9e677ebea4e1db19cbfdbf695f2a1	1485.0	1329.0	507.0	390.0	563.0	0.0
71f1866828e0257dfead29305a0a0a80	0.0	0.0	0.0	36.0	0.0	0.0
a8bf74671ac6a25344c1095eb107f4a9	0.0	0.0	0.0	0.0	6.0	0.0
df6285da147c2a8be2900a028d816405	19.0	0.0	0.0	0.0	0.0	0.0
ab76c042b65fa509e9557425b8a0c6f3	23.0	29.0	0.0	0.0	0.0	0.0
16a8306937f3c4321f4bd5e4ce5eee14	0.0	0.0	0.0	0.0	23.0	0.0
3b14ea712be2b3eccac07b105b25fc68	0.0	0.0	0.0	10.0	0.0	0.0
6ef81dc2071763869e004f7f414d93d7	84.0	0.0	0.0	0.0	0.0	0.0
aa0e013197391cef7768697be23db42b	12.0	0.0	0.0	0.0	0.0	0.0
2a8505b9d57a1debe61c722e6c4aeec9	0.0	27.0	0.0	0.0	0.0	0.0
c43cceab92be1070b4aa7b5245da9707	0.0	101.0	0.0	0.0	0.0	0.0
89212cda54202d309f3c3bd44ef12555	0.0	26.0	0.0	0.0	0.0	0.0
3473b0cf30c8a882f9c14ca419404ea0	0.0	93.0	0.0	0.0	0.0	0.0
5ebd13f0711270a733ea276e29795432	0.0	38.0	0.0	0.0	0.0	0.0
a30356b2131ed4da9095dc613253ea23	0.0	43.0	0.0	0.0	0.0	0.0
398407dc566b312ae41b92250fe8d414	0.0	0.0	0.0	6.0	0.0	0.0
86e2d843e328384c6f0e60103b187474	0.0	0.0	23.0	0.0	0.0	0.0
639ed8199584c878e57f573b2f55663d	45.0	0.0	0.0	0.0	0.0	0.0
9917fdf5750cdf5369621c65ca2df4f1	0.0	0.0	37.0	0.0	0.0	0.0
a578bab8eeaa26cf8bdd3263860c1399	0.0	15.0	0.0	0.0	0.0	0.0
78e36dc56cc047661c6fcfc79b807842	0.0	0.0	59.0	0.0	0.0	0.0
1b624aca4903fad0ea112c84590b279f	13.0	0.0	0.0	0.0	0.0	0.0
9da722c3956dd0e9e1d29f015ae5cda9	22.0	0.0	0.0	0.0	0.0	0.0
2e182d3904f880d0f7103139a531cb77	26.0	0.0	0.0	0.0	0.0	0.0
e08e6ccd0f0f9dab7c93146709a521a3	0.0	0.0	0.0	0.0	13.0	0.0
7ad1ada9a91968bd23840b3deb36bef6	39.0	0.0	0.0	0.0	0.0	0.0
f08878a8fb751ee917121f94f837b10e	0.0	43.0	0.0	0.0	0.0	0.0
9976ed88c750aa7b3ae124421b4d7cb3	11.0	0.0	0.0	0.0	0.0	0.0
fa2476e72c364ab08dd683c21d16284c	0.0	0.0	2.0	0.0	0.0	0.0
20f443960d3fef7387eb23f291c0f647	0.0	0.0	0.0	16.0	0.0	0.0
21831c9c793e2e64ff9b83db31fa06b9	17.0	0.0	0.0	0.0	0.0	0.0
1b260d10aaedfc370609fe929cfc2a9c	8.0	0.0	0.0	0.0	0.0	0.0
0f95b32c28798107a18771ce385201f4	18.0	0.0	0.0	0.0	0.0	0.0
cdb49a4acd833b3b511e0fce2437e87a	19.0	0.0	0.0	0.0	0.0	0.0
733e87f0dcb22ca0ec54308e31d9700c	0.0	9.0	0.0	0.0	0.0	0.0
5f0b4a8c4e961ca8f77d3b8c4f0ec21f	0.0	0.0	0.0	0.0	92.0	0.0
b8b9e4e3f4806cd533ede4395a43b16a	0.0	0.0	0.0	2.0	0.0	0.0
c5e455db58e409404086b91c88437421	0.0	0.0	2.0	0.0	0.0	0.0
d51ce7fd384e6d5ac74ec316a99bad70	27.0	0.0	0.0	0.0	0.0	0.0
d5be154dd8eb009be02f600c619a34f1	16.0	0.0	0.0	0.0	0.0	0.0
7a7fcfd01ce105b75ce759788d988f76	30.0	0.0	0.0	0.0	0.0	0.0
1a3c19d4cc6b05b5a35eb940c6f0a125	12.0	0.0	0.0	0.0	0.0	0.0
2f4471752cf271a363af8b14b6c4b992	0.0	0.0	2.0	0.0	0.0	0.0
ad945c09f42e522d26105204f858015b	17.0	0.0	0.0	0.0	0.0	0.0
346cf9f81c51de1c0f5add2f6a866e93	23.0	0.0	0.0	0.0	0.0	0.0
80471147e93c43b4cec2cd396b786125	50.0	0.0	0.0	0.0	0.0	0.0
ba4ac9246dec5faede9ef4b33b41cabf	32.0	0.0	0.0	0.0	0.0	0.0
7cea5198f9004ad687968a119b5a04b0	40.0	0.0	9.0	0.0	0.0	0.0
7c2c3a886e691fbb1420b37cff2deab1	2861.0	1738.0	1074.0	737.0	1181.0	0.0
0f4e15858a10b0212eb103189514bcd6	691.0	0.0	280.0	202.0	0.0	0.0
f65b6a3cb5c0bc3aa80a96255b0a1332	55.0	0.0	0.0	0.0	0.0	0.0
7a0717dd86d32b4fae64b60e0f0f6c1d	0.0	0.0	3.0	0.0	0.0	0.0
3cc712c2962723055a08505cb96ab6c1	15.0	0.0	0.0	0.0	0.0	0.0
ec55ae67c1b643271fe092dfd0c5b465	0.0	0.0	0.0	11.0	0.0	0.0
5713aeeaa7ac65de05d63407a77d00bb	10.0	0.0	0.0	0.0	0.0	0.0
592b307f2ba82a6bc9441c23b37724ac	21.0	0.0	0.0	0.0	0.0	0.0
ffdadbbcce92ae1eb235a56d42532324	10.0	0.0	0.0	0.0	0.0	0.0
3cd609efdb9219352465b2270af5baae	0.0	0.0	13.0	0.0	0.0	0.0
72ce7a3d8917af125d72506cf5d5a9ce	0.0	24.0	0.0	0.0	0.0	0.0
44b88b8a6d578069fe090cd33f3fd095	42.0	0.0	0.0	0.0	0.0	0.0
0470df919f81200700747c9b9f183584	0.0	0.0	2.0	0.0	0.0	0.0
cd30eeef6c401b1442361ba4f38590ae	13.0	0.0	0.0	0.0	0.0	0.0
93425b9e0e4f44e5d486c1addc7cc91b	0.0	17.0	0.0	0.0	0.0	0.0
90ff7c5a2ff1d9378d924087b7696ff2	0.0	0.0	0.0	183.0	0.0	0.0
b6e0a729919894789c9ffe63e20ec4ea	0.0	0.0	440.0	0.0	0.0	0.0
68645cc7bae2b1e9f19cc736d89b9897	440.0	216.0	180.0	129.0	186.0	0.0
5518947b5d0bc61fdad382065424f9e6	7.0	0.0	0.0	0.0	0.0	0.0
897c319d35728ad814ed508b0ecba3cf	23.0	0.0	0.0	0.0	0.0	0.0
a7c9ec4150767136b14050455a605364	0.0	0.0	0.0	0.0	12.0	0.0
c2a1db1fdbccd540b8f079d2a296da2f	0.0	0.0	0.0	5.0	0.0	0.0
247ab2296c2eded0eaec9e2b4d3c2d94	0.0	0.0	2.0	0.0	0.0	0.0
0cb293f417bdbd1610667417e21e0889	0.0	0.0	0.0	10.0	0.0	0.0
461b602df7f5173d35e2a23bca3fd89e	0.0	0.0	15.0	0.0	0.0	0.0
5d743aba0cfb3b660a2672736f94b09e	0.0	0.0	2.0	0.0	0.0	0.0
